0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,label
-313.910400390625,108.14557647705078,-28.386194229125977,37.34468460083008,-10.44609546661377,-14.23543930053711,5.635814666748047,-20.162843704223633,-2.1541244983673096,-8.125906944274902,-12.308148384094238,-1.5747501850128174,-9.989361763000488,17.683303679842364,16.396689388086603,17.844787475407205,15.743440927135621,16.47239374319547,38.69284729978848,0.37054044008255005,0.3608707785606384,0.3717186748981476,0.3856108784675598,0.39462342858314514,0.4208012819290161,0.46309229731559753,0.47274264693260193,0.45055752992630005,0.4411282241344452,0.44575411081314087,0.42485135793685913,1
-338.1959533691406,133.3717803955078,-29.81307029724121,19.36503028869629,8.404313087463379,-16.445133209228516,9.870476722717285,0.24397437274456024,-6.115819931030273,-2.259711980819702,-6.033548355102539,-4.237030029296875,-6.479936122894287,18.773566393242735,17.557489597359318,18.33930220820945,18.655841951474773,23.895180878991706,33.19362209214606,0.3816398084163666,0.40800851583480835,0.3648485243320465,0.3333418369293213,0.33104005455970764,0.3745211958885193,0.42559483647346497,0.4336777627468109,0.4756864905357361,0.46243733167648315,0.4545000195503235,0.37293538451194763,1
-234.26124572753906,150.9512176513672,-50.15080642700195,34.196533203125,-20.3648738861084,-16.91185760498047,13.84764289855957,-26.222972869873047,-8.370927810668945,-11.43960189819336,-12.466885566711426,1.7915408611297607,-10.524003028869629,23.29204536924413,18.935613987110628,20.92738657115681,18.682543929475532,18.635849677732942,43.90738290609307,0.32366126775741577,0.3136455714702606,0.32295358180999756,0.33960849046707153,0.32215580344200134,0.3169702887535095,0.2806934416294098,0.3215761184692383,0.3906899690628052,0.33310672640800476,0.3161691129207611,0.33965927362442017,1
-288.810791015625,158.17532348632812,-17.592973709106445,46.389190673828125,5.84479284286499,-11.775479316711426,2.968417167663574,-21.890193939208984,-4.156656265258789,-9.072761535644531,-13.786418914794922,-0.049243491142988205,-9.514601707458496,20.918885210799818,15.329337287366771,19.15340998001019,15.464051359525762,16.648324497067865,38.73570474343407,0.2889389395713806,0.3156711459159851,0.3382028639316559,0.38804179430007935,0.39695027470588684,0.40328291058540344,0.40990012884140015,0.42326170206069946,0.4512578547000885,0.43765580654144287,0.3852560520172119,0.3353199362754822,1
-281.7434387207031,154.1697998046875,-20.558046340942383,51.56988525390625,-2.3192954063415527,-9.036600112915039,2.005284547805786,-27.17218589782715,-1.2703979015350342,-12.565083503723145,-13.172988891601562,-0.8649712800979614,-12.819887161254883,21.999029305964605,15.255612005638236,19.406200917819,15.678262926192282,15.86188169880051,39.720935017036794,0.2799168825149536,0.3087177276611328,0.3536413311958313,0.3868613541126251,0.3767849802970886,0.40339964628219604,0.42587965726852417,0.4497338831424713,0.45482519268989563,0.40969035029411316,0.36575090885162354,0.2991325855255127,1
-394.5355529785156,87.95618438720703,-32.53617858886719,20.697906494140625,-2.8153135776519775,-19.417673110961914,0.8752666711807251,-14.272929191589355,-3.0859792232513428,0.02123749442398548,-10.404101371765137,0.622551441192627,-4.15871000289917,17.901129720315225,15.347736874728794,17.594128756208164,16.85924628080008,17.170898705286024,34.96694095550548,0.4074936807155609,0.4004051089286804,0.4124390780925751,0.4140208065509796,0.4352561831474304,0.49312031269073486,0.5280061364173889,0.5286346077919006,0.508620023727417,0.4921336770057678,0.46303418278694153,0.4250984489917755,1
-279.17852783203125,47.1166877746582,0.9074956774711609,2.46646785736084,-9.407416343688965,-8.200000762939453,-4.93610954284668,-6.005084037780762,-8.323511123657227,-3.324612617492676,-7.031742572784424,-1.464765191078186,-6.3011579513549805,25.325311394375134,16.61336331569965,16.78564537187988,16.186895013349574,17.498913290881962,0.4033820331096649,0.403519868850708,0.4591759145259857,0.5312780737876892,0.5808305144309998,0.5579206347465515,0.4980189800262451,0.4608059823513031,0.46966391801834106,0.5056871771812439,0.5399101972579956,0.4580419659614563,,1
-390.9669494628906,93.38408660888672,-25.73126220703125,20.121334075927734,-2.345270872116089,-17.206218719482422,0.6482760310173035,-13.654623985290527,-5.878898620605469,-3.0544111728668213,-9.01720905303955,-0.9349678754806519,-4.112486362457275,22.02399520875195,16.109234755296463,18.480792936817725,17.205933141811524,17.591099666180405,31.121292516287948,0.26287177205085754,0.2725716531276703,0.3002783954143524,0.299756795167923,0.2815518379211426,0.25195345282554626,0.2295389175415039,0.23133935034275055,0.25104957818984985,0.26233795285224915,0.262178897857666,0.26154300570487976,1
-227.73582458496094,155.816162109375,-51.06652069091797,38.9326171875,-17.310579299926758,-15.029635429382324,15.504080772399902,-25.312728881835938,-6.512554168701172,-9.404546737670898,-10.181986808776855,3.074531078338623,-8.599984169006348,23.668524911250024,18.666046963693702,20.950560393570104,18.579414697482257,18.772121368594664,44.119187910936105,0.32490429282188416,0.3206408619880676,0.32560965418815613,0.3488517999649048,0.34438014030456543,0.33358046412467957,0.2955431342124939,0.3111911118030548,0.37205269932746887,0.33195629715919495,0.3036792576313019,0.32804223895072937,1
-368.5560302734375,99.31487274169922,-19.275619506835938,26.156482696533203,-7.702556133270264,-16.359222412109375,2.163649320602417,-16.998628616333008,-5.078252792358398,-6.00425910949707,-12.325821876525879,-2.6104257106781006,-8.371671676635742,21.854570373240982,17.31156641214964,18.544889187367065,16.936119238532658,17.26262493252368,35.274961844653305,0.32633498311042786,0.3304211497306824,0.3463762700557709,0.35824745893478394,0.32463935017585754,0.33490118384361267,0.39347025752067566,0.40827473998069763,0.39621973037719727,0.407644122838974,0.40653929114341736,0.36759012937545776,1
